IRI Reserved,Reserved by,Date reserved,Associated Issue
https://www.commoncoreontologies.org/ont00000150,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/692
https://www.commoncoreontologies.org/ont00000151,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/693
https://www.commoncoreontologies.org/ont00000152,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/694
https://www.commoncoreontologies.org/ont00000153,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/695
https://www.commoncoreontologies.org/ont00000154,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/696
https://www.commoncoreontologies.org/ont00000155,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/697
https://www.commoncoreontologies.org/ont00000156,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/698
https://www.commoncoreontologies.org/ont00000157,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/699
https://www.commoncoreontologies.org/ont00000158,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/700
https://www.commoncoreontologies.org/ont00000159,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/701
https://www.commoncoreontologies.org/ont00000160,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/702
https://www.commoncoreontologies.org/ont00000161,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/703
https://www.commoncoreontologies.org/ont00000162,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/704
https://www.commoncoreontologies.org/ont00000163,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/705
https://www.commoncoreontologies.org/ont00000164,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/706
https://www.commoncoreontologies.org/ont00000165,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/707
https://www.commoncoreontologies.org/ont00000166,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/708
https://www.commoncoreontologies.org/ont00000167,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/709
https://www.commoncoreontologies.org/ont00000168,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/710
https://www.commoncoreontologies.org/ont00000169,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/711
https://www.commoncoreontologies.org/ont00000170,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/712
https://www.commoncoreontologies.org/ont00000171,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/713
https://www.commoncoreontologies.org/ont00000172,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/714
https://www.commoncoreontologies.org/ont00000173,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/715
https://www.commoncoreontologies.org/ont00000174,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/716
https://www.commoncoreontologies.org/ont00000175,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/717
https://www.commoncoreontologies.org/ont00000176,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/718
https://www.commoncoreontologies.org/ont00000177,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/719
https://www.commoncoreontologies.org/ont00000178,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/720
https://www.commoncoreontologies.org/ont00000179,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/721
https://www.commoncoreontologies.org/ont00000180,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/722
https://www.commoncoreontologies.org/ont00000181,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/723
https://www.commoncoreontologies.org/ont00000182,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/724
https://www.commoncoreontologies.org/ont00000183,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/725
https://www.commoncoreontologies.org/ont00000184,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/726
https://www.commoncoreontologies.org/ont00000185,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/727
https://www.commoncoreontologies.org/ont00000186,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/728
https://www.commoncoreontologies.org/ont00000187,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/729
https://www.commoncoreontologies.org/ont00000188,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/730
https://www.commoncoreontologies.org/ont00000189,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/731
https://www.commoncoreontologies.org/ont00000190,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/732
https://www.commoncoreontologies.org/ont00000191,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/733
https://www.commoncoreontologies.org/ont00000192,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/734
https://www.commoncoreontologies.org/ont00000193,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/735
https://www.commoncoreontologies.org/ont00000194,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/736
https://www.commoncoreontologies.org/ont00000195,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/737
https://www.commoncoreontologies.org/ont00000196,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/738
https://www.commoncoreontologies.org/ont00000197,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/739
https://www.commoncoreontologies.org/ont00000198,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/740
https://www.commoncoreontologies.org/ont00000199,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/741
https://www.commoncoreontologies.org/ont00000200,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/742
https://www.commoncoreontologies.org/ont00000201,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/743
https://www.commoncoreontologies.org/ont00000202,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/744
https://www.commoncoreontologies.org/ont00000203,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/745
https://www.commoncoreontologies.org/ont00000204,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/746
https://www.commoncoreontologies.org/ont00000205,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/747
https://www.commoncoreontologies.org/ont00000206,Mark Jensen,11/6/24,https://github.com/CommonCoreOntology/CommonCoreOntologies/issues/748
